NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Quincy Craig,nan,RB / 5-9 / 175,nan,nan,84.50,nan,nan,Tulane,nan,nan,4.1K,588,936,nan
Nate Kurisky,2022 - present,TE / 6-3 / 235,Sophomore,-,84.50,Gonzaga ,"Washington, DC",BYU,474 mi.,21,3.4K,1.4K,90,nan
Cincear Lewis,2022 - present,S / 6-2 / 201,Redshirt Freshman,19,84.50,Kalamazoo Central,"Kalamazoo, MI",Iowa,225 mi.,13,nan,nan,2.7K,nan
Chad Schuster,2023 - present,OT / 6-5 / 290,Redshirt Freshman,20,84.50,Franklin,"Franklin, WI",Kansas State,599 mi.,15,nan,687,nan,nan
Glenie Cross,nan,S / 5-11 / 168,nan,nan,84.50,nan,nan,nan,464 mi.,14,1.8K,427,nan,nan
Eric Gaston,2022 - present,DL / 6-5 / 235,Redshirt Freshman,-,84.50,Cane Ridge,"Antioch, TN",Marshall,203 mi.,7,nan,534,nan,nan
London Hall,2022 - present,LB / 6-2 / 205,Redshirt Freshman,-,84.50,Clearwater Central Catholic,"Clearwater, FL",Nevada,934 mi.,10,1.4K,560,nan,nan
Ben Roberts,2022 - present,LB / 6-3 / 195,Redshirt Freshman,-,84.50,Eaton,"Haslet, TX",nan,261 mi.,6,nan,1K,nan,nan
Timothy Dawn,2022 - present,IOL / 6-5 / 280,Redshirt Freshman,-,84.50,Camden Fairview,"Camden, AR",Kansas State,288 mi.,1,nan,215,nan,nan
Greg Delaine,2022 - present,CB / 6-0 / 170,Redshirt Freshman,-,84.50,Fort Myers,"Fort Myers, FL",Purdue,1179 mi.,9,nan,nan,nan,nan
Darius Thomas,2022 - present,S / 6-2 / 190,Sophomore,-,84.50,Miramar,"Miramar, FL",Florida,848 mi.,1,3K,635,-,nan
Jomarion Briggs,2022 - present,CB / 6-2 / 165,Redshirt Freshman,19,84.49,Lincoln,"Stockton, CA",UTSA,113 mi.,7,nan,nan,nan,nan
Leon Hart,2022 - present,LB / 6-0 / 196,Redshirt Freshman,19,84.47,Edison,"Miami, FL",UTSA,877 mi.,19,-,729,nan,nan
Jaylon White,2022 - present,LB / 6-2 / 200,Redshirt Freshman,-,84.47,Parkview Magnet,"Little Rock, AR",East Carolina,162 mi.,14,10.3K,1.4K,nan,$74K
Brayden Fowler-Nicolosi,2022 - present,QB / 6-3 / 200,Redshirt Freshman,-,84.47,Aledo,"Aledo, TX",Northwestern,688 mi.,6,nan,nan,nan,nan
Jordan Buchanan,2023 - present,CB / 6-0.5 / 165,Redshirt Freshman,-,84.47,North Gwinnett,"Suwanee, GA",Rutgers,471 mi.,4,770,667,nan,nan
Carson Willich,2022 - present,LB / 6-2 / 200,Redshirt Freshman,20,84.46,Blue Springs,"Blue Springs, MO",Minnesota,212 mi.,11,-,796,nan,nan
Brandon Best,2022 - present,IOL / 6-4 / 295,Redshirt Freshman,-,84.45,Tucker,"Tucker, GA",Vanderbilt,13 mi.,5,nan,743,nan,nan
DQ Smith,2022 - present,S / 6-2 / 208,Sophomore,-,84.41,Spring Valley,"Columbia, SC",Oregon State,0 mi.,8,nan,2.1K,nan,nan
Simeon Harris,2023 - present,S / 5-11 / 158,Sophomore,19,84.41,Benicia,"Benicia, CA",Duke,916 mi.,3,2.9K,1.6K,nan,nan
Coltin Deery,2023 - present,IOL / 6-3 / 275,Sophomore,20,84.40,Malvern Prep,"Malvern, PA",Northwestern,103 mi.,1,nan,nan,nan,nan
Magnus Moller,2022 - present,OT / 6-8 / 300,Redshirt Freshman,-,84.40,Triangle,"Vejle, ",Connecticut,4263 mi.,10,nan,nan,nan,nan
Joanes Fortlien,nan,WR / 6-3 / 210,nan,nan,84.39,nan,nan,Cincinnati,583 mi.,7,1,458,nan,nan
Brodie Tagaloa,2022 - present,DL / 6-4 / 260,Redshirt Freshman,19,84.38,De La Salle,"Pittsburg, CA",Nebraska,1351 mi.,10,2.6K,1K,nan,nan
Johnny Garrett,2022 - present,OT / 6-5 / 310,Redshirt Freshman,-,84.38,Boston College,"Scituate, MA",Cincinnati,616 mi.,7,3.1K,nan,173,nan
J'mari Monette,2022 - present,DL / 6-4 / 266,Redshirt Freshman,19,84.38,Alexandria,"Alexandria, LA",Colorado,637 mi.,9,nan,nan,nan,nan
Owen Anderson,2022 - present,TE / 6-4 / 235,Redshirt Freshman,-,84.38,Hun School ,"Skillman, NJ",Stanford,714 mi.,13,2.1K,944,nan,nan
Cyrus Allen,2022 - present,WR / 6-1 / 180,Sophomore,-,84.37,Landry-Walker,"New Orleans, LA",SMU,232 mi.,17,nan,1.4K,nan,nan
Cade Yacamelli,2022 - present,S / 6-0 / 213,Redshirt Freshman,-,84.35,Penn Trafford,"Harrison City, PA",Nebraska,535 mi.,1,nan,nan,nan,nan
Jeffrey Simmons,2023 - present,TE / 6-6 / 203,Redshirt Freshman,-,84.35,Fishers,"Fishers, IN",Temple,75 mi.,10,nan,nan,nan,nan
Zamondre Merriweather,2022 - present,WR / 6-2 / 205,Redshirt Freshman,19,84.35,Valencia,"Valencia, CA",Nebraska,652 mi.,3,nan,526,nan,nan
Demetrius Watson,nan,DL / 6-3 / 250,nan,nan,84.35,Fort Dorchester,"North Charleston, SC",Boston College,98 mi.,2,nan,nan,nan,nan
Jacoby Kelly,nan,WR / 6-3 / 195,nan,-,84.33,Loyola,"Los Angeles, CA",Tennessee,107 mi.,13,nan,nan,nan,nan
Quardale Patt,nan,DL / 6-4 / 240,nan,nan,84.33,nan,nan,Arizona State,15 mi.,7,431,524,99,nan
Markel Fortenberry,2022 - present,WR / 6-4 / 186,Redshirt Freshman,-,84.33,Maryville,"Maryville, TN",nan,297 mi.,6,nan,789,nan,nan
John Pastore,2022 - present,OT / 6-5 / 270,Redshirt Freshman,-,84.33,Erie,"Erie, CO",Louisville,457 mi.,1,nan,nan,nan,nan
Kaden Cobb,nan,QB / 6-3 / 180,nan,nan,84.30,Fenwick,"Naperville, IL",Cincinnati,183 mi.,21,3.7K,1.9K,nan,nan
Bryan Thomas Jr.,2022 - present,EDGE / 6-1 / 222,Sophomore,19,84.30,Foundation Academy,"Winter Garden, FL",Syracuse,382 mi.,10,nan,835,nan,nan
Grant Stevens,2022 - present,TE / 6-4 / 230,Redshirt Freshman,-,84.30,Nease,"Ponte Vedra Beach, FL",Princeton,108 mi.,12,nan,nan,nan,nan
Eric Wilder,nan,OT / 6-5 / 270,nan,nan,84.30,Syracuse,"Syracuse, UT",Memphis,470 mi.,12,nan,nan,nan,nan
Nathan Jones,2022 - present,TE / 6-5 / 240,Sophomore,20,84.29,Brock,"Brock, TX",Temple,883 mi.,4,nan,nan,nan,nan
Harrison Saint Germain,2022 - present,TE / 6-4 / 230,Redshirt Freshman,-,84.28,Westfield,"Chantilly, VA",Texas Tech,198 mi.,14,1.8K,928,150,nan
KD Hutchinson,2022 - present,WR / 5-9 / 180,Redshirt Freshman,19,84.28,Harris County,"Hamilton, GA",Baylor,311 mi.,13,nan,1.3K,nan,nan
Stephen Gales,2022 - present,IOL / 6-8 / 290,Redshirt Freshman,-,84.28,Alliance,"Alliance, OH",Syracuse,135 mi.,2,nan,nan,nan,nan
D'Andre Martin,2022 - present,DL / 6-4 / 230,Redshirt Freshman,19,84.26,Life Christian Academy,"Colonial Heights, VA",Western Kentucky,305 mi.,2,nan,nan,nan,nan
McKale Boley,2022 - present,OT / 6-4 / 302,Sophomore,-,84.26,Oak Grove,"Hattiesburg, MS",Fresno State,769 mi.,2,857,511,235,nan
Anthony Mix Jr.,nan,QB / 6-2 / 216,nan,nan,84.25,nan,nan,Marshall,nan,nan,2.1K,1.1K,nan,nan
Alton Tarber,nan,DL / 6-2 / 305,nan,nan,84.25,Deerfield Beach,"Deerfield Beach, FL",Ole Miss,1188 mi.,18,nan,nan,nan,nan
Josh Kattus,2022 - present,TE / 6-4 / 235,Sophomore,-,84.25,Archbishop Moeller,"Cincinnati, OH",Colorado State,76 mi.,21,3.2K,2.7K,nan,nan
Brylan Green,2022 - present,S / 5-9 / 159,Sophomore,-,84.25,Lafayette Christian Academy,"Lafayette, LA",Purdue,884 mi.,12,nan,2.7K,nan,nan
Sean Wilson,2022 - present,WR / 6-5 / 210,Sophomore,-,84.25,Christ The King Regional,"Middle Village, NY",Iowa State,309 mi.,8,2K,886,158,nan
Tevin Shaw,2022 - present,IOL / 6-5 / 285,Redshirt Freshman,-,84.25,Manvel,"Manvel, TX",Georgia Tech,19 mi.,7,nan,nan,nan,nan
James Reed III,nan,CB / 5-11 / 175,nan,-,84.24,Father Ryan,"Nashville, TN",South Carolina,217 mi.,1,nan,nan,nan,nan
Nathan Elu,2022 - present,OT / 6-5 / 295,Redshirt Freshman,-,84.24,Junipero Serra,"San Mateo, CA",Colorado,491 mi.,7,nan,nan,nan,nan
Walter Taylor,2022 - present,QB / 6-5 / 210,Sophomore,-,84.24,Jackson,"Jackson, AL",Maryland,325 mi.,4,2.1K,nan,nan,nan
Ricky Fletcher,2022 - present,CB / 6-2 / 175,Sophomore,-,84.23,Holmes County,"Lexington, MS",Illinois,206 mi.,1,nan,531,nan,nan
Jonathan Thompson,2022 - present,LB / 6-2 / 215,Redshirt Freshman,-,84.22,St. Francis De Sales,"Columbus, OH",Jackson State,105 mi.,14,nan,nan,nan,nan
Demarcus Lacey,nan,ATH / 6-1 / 180,nan,nan,84.18,nan,nan,Nebraska,nan,nan,nan,nan,nan,nan
Te'Sean Smoot,2022 - present,QB / 6-0 / 170,Redshirt Freshman,-,84.17,Springfield ,"Springfield, OH",Virginia Tech,428 mi.,19,-,2.1K,nan,nan
Kyron Henderson,nan,WR / 6-5 / 180,nan,nan,84.17,nan,nan,Indiana,nan,nan,nan,nan,nan,nan
Cameron Collins,nan,IOL / 6-4 / 265,nan,nan,84.17,nan,nan,Illinois,nan,nan,nan,nan,nan,nan
Jadairion Smith,nan,EDGE / 6-4 / 225,nan,nan,84.17,nan,nan,Louisiana Tech,nan,nan,nan,753,115,nan
T.J. Banks,nan,S / 6-0 / 196,nan,nan,84.17,nan,nan,Wisconsin,nan,nan,nan,nan,nan,nan
Joseph Swen,2022 - present,S / 6-2 / 187,Redshirt Freshman,19,84.17,Bishop Alemany,"Mission Hills, CA",Miami (OH),761 mi.,3,2K,534,127,nan
Randy Masters,nan,WR / 6-1 / 172,nan,nan,84.16,nan,nan,Boise State,1244 mi.,21,6.6K,2.1K,214,nan
Donovan Leary,2022 - present,QB / 6-2 / 190,Redshirt Freshman,-,84.15,Timber Creek,"Sicklerville, NJ",South Carolina,703 mi.,14,nan,nan,nan,nan
Ashton Beers,2022 - present,OT / 6-5 / 295,Sophomore,-,84.15,Slinger,"Slinger, WI",San Diego State,273 mi.,10,nan,nan,nan,nan
Jackson Long,2023 - present,TE / 6-5 / 220,Redshirt Freshman,-,84.15,Beech,"Hendersonville, TN",Houston,628 mi.,4,nan,1K,nan,nan
Gage Stenger,2022 - present,LB / 6-2 / 190,Redshirt Freshman,19,84.15,Millard South,"Omaha, NE",Liberty,52 mi.,5,6.9K,2.3K,21K,$70K
Erick Conley,nan,DL / 6-3 / 250,nan,nan,84.13,Fort Bend Travis,"Richmond, TX",Kansas State,91 mi.,4,nan,nan,nan,nan
Kyler Jordan,2022 - present,LB / 6-2 / 236,Redshirt Freshman,19,84.13,Lubbock-Cooper,"Lubbock, TX",Ball State,308 mi.,18,-,1.3K,nan,nan
Dorian Friend,2022 - present,CB / 5-9 / 160,Redshirt Freshman,19,84.13,Spring HS,"Spring, TX",South Carolina,22 mi.,8,nan,nan,nan,nan
Takari Hickle,2022 - present,DL / 6-4 / 240,Redshirt Freshman,20,84.13,Tenino,"Tenino, WA",UCF,154 mi.,5,nan,258,nan,nan
O'Ryan James,nan,WR / 6-0 / 172,nan,nan,84.13,nan,nan,Washington State,228 mi.,14,nan,567,nan,nan
Chris Brazzell II,2022 - present,WR / 6-3 / 170,Redshirt Freshman,-,84.13,Midland Christian,"Midland, TX",Minnesota,724 mi.,4,nan,nan,nan,nan
Jonathan Harder,2022 - present,OT / 6-6 / 280,Redshirt Freshman,-,84.13,Olentangy Berlin,"Delaware, OH",Virginia Tech,112 mi.,4,nan,nan,nan,nan
Savion Riley,2022 - present,S / 6-2 / 190,Sophomore,-,84.13,Kennesaw Mountain,"Acworth, GA",Western Kentucky,189 mi.,2,nan,921,nan,nan
Nick Morrow,2023 - present,OT / 6-8 / 250,Freshman,-,84.13,Flagstaff,"Flagstaff, AZ",Toledo,614 mi.,4,nan,263,nan,nan
Terrell Timmons Jr.,2022 - present,WR / 6-1 / 170,Sophomore,-,84.13,Northern Guilford,"Greensboro, NC",South Carolina,67 mi.,1,nan,985,nan,nan
Max Garrison,2022 - present,S / 5-10 / 183,Sophomore,-,84.10,St. Francis,"Pasadena, CA",Virginia,114 mi.,8,nan,nan,nan,nan
Josh Hunter,2022 - present,S / 5-9 / 165,Redshirt Freshman,-,84.10,Mater Dei,"Santa Ana, CA",Southern Miss,82 mi.,5,nan,nan,nan,nan
Logan Tanner,2022 - present,TE / 6-3 / 225,Redshirt Freshman,-,84.10,St Pius X,"Houston, TX",nan,1301 mi.,14,nan,nan,nan,nan
Camron Cooper,2022 - present,TE / 6-2 / 241,Redshirt Freshman,20,84.10,Dayton,"Dayton, TX",Oklahoma,221 mi.,9,nan,nan,nan,nan
Kellan Wyatt,2022 - present,LB / 6-2 / 212,Sophomore,-,84.10,Archbishop Spalding,"Severn, MD",Kentucky,15 mi.,4,nan,nan,nan,nan
D.J. Jackson,2022 - present,DL / 6-2 / 270,Redshirt Freshman,19,84.10,Sumter,"Sumter, SC",Liberty,163 mi.,14,1.7K,1.6K,39K,nan
Jason Thompson,2022 - present,WR / 6-0 / 175,Sophomore,-,84.10,Harvard Westlake,"Studio City, CA",Virginia,310 mi.,10,4.2K,790,103,nan
Carter Edwards,2022 - present,OT / 6-5 / 273,Redshirt Freshman,19,84.10,Presbyterian Christian School,"Hattiesburg, MS",Houston,1078 mi.,10,-,905,nan,nan
Hut Graham,nan,S / 6-0 / 175,nan,nan,84.10,Gunter,"Gunter, TX",Arkansas State,295 mi.,1,-,1.4K,nan,nan
Alex Williams,nan,LB / 6-1 / 195,nan,nan,84.10,nan,nan,Oregon State,nan,nan,nan,nan,nan,nan
Jalen Swindell,nan,DL / 6-3 / 260,nan,nan,84.10,Zebulon B. Vance,"Charlotte, NC",Vanderbilt,72 mi.,1,nan,nan,nan,nan
Isaiah Crowell,2022 - present,CB / 6-0 / 180,Redshirt Freshman,19,84.08,East Forsyth,"Kernersville, NC",South Alabama,84 mi.,9,4.4K,1.6K,1,nan
Segree Graham,nan,DL / 6-1 / 253,nan,nan,84.08,nan,nan,Cincinnati,nan,nan,1.1K,878,nan,nan
Jeffrey Ugochukwu,2022 - present,S / 6-1 / 180,Sophomore,19,84.08,George Ranch,"Richmond, TX",UAB,692 mi.,4,nan,nan,nan,nan
Tommy Bebie,2022 - present,LB / 6-1 / 195,Redshirt Freshman,-,84.08,Rocky River,"Rocky River, OH",nan,380 mi.,10,2.1K,798,nan,nan
Tacario Davis,2022 - present,CB / 6-3 / 174,Sophomore,19,84.08,Millikan,"Long Beach, CA",Jacksonville State,432 mi.,1,nan,215,nan,nan
Hudson Cedarland,2022 - present,LB / 6-3 / 215,Redshirt Freshman,-,84.06,Gig Harbor,"Gig Harbor, WA",Baylor,261 mi.,7,1.5K,438,nan,nan
Tray Brown,2022 - present,LB / 6-0 / 200,Redshirt Freshman,-,84.05,Cardinal Gibbons,"Fort Lauderdale, FL",nan,539 mi.,11,nan,nan,nan,nan
Kobe McCloud,2022 - present,LB / 5-10 / 225,Redshirt Freshman,-,84.05,Gaither,"Tampa, FL",Ball State,465 mi.,12,5.3K,1.6K,1.8K,nan
Eric Weatherly,nan,RB / 5-8 / 165,nan,nan,84.05,Bartram Trail,"Jacksonville, FL",nan,422 mi.,10,2.3K,978,nan,nan
Byrum Brown,2022 - present,QB / 6-3 / 193,Redshirt Freshman,-,84.05,Rolesville,"Rolesville, NC",Indiana,598 mi.,17,-,2K,1.1K,nan
Tyler Voss,2022 - present,QB / 6-3 / 185,Redshirt Freshman,-,84.04,Oaks Christian,"Valencia, CA",nan,272 mi.,6,nan,nan,nan,nan
Jake Gassaway,2022 - present,LB / 6-2 / 195,Redshirt Freshman,-,84.04,Millard South,"Omaha, NE",Auburn,374 mi.,1,nan,nan,nan,nan
André Oben,2022 - present,OT / 6-5 / 290,Redshirt Freshman,-,84.03,St. Peters Prep,"Jersey City, NJ",nan,677 mi.,13,2.2K,828,-,nan
Rodney Harris II,2022 - present,WR / 6-3 / 195,Redshirt Freshman,-,84.03,Princeton,"Cincinnati, OH",Oregon State,130 mi.,11,nan,nan,nan,nan
DJ Burks,2022 - present,S / 6-0 / 185,Redshirt Freshman,-,84.03,Maryville,"Maryville, TN",UNLV,171 mi.,13,nan,788,nan,nan
Coy Eakin,2022 - present,WR / 6-2 / 185,Redshirt Freshman,-,84.03,Stephenville,"Stephenville, TX",Illinois,230 mi.,5,-,1.7K,3.7K,nan
Landyn Van Kekerix,2022 - present,LB / 6-2 / 195,Redshirt Freshman,20,84.01,Rock Valley,"Rock Valley, IA",Minnesota,272 mi.,1,-,433,nan,nan
Maleeyon Winfield,nan,WR / 6-4 / 200,nan,nan,84.00,nan,nan,USF,nan,nan,nan,nan,nan,nan
Jack Struebing,nan,IOL / 6-2 / 270,nan,nan,84.00,nan,nan,Nebraska,186 mi.,8,nan,nan,nan,nan
Kanaya Charlton,2022 - present,IOL / 6-5 / 350,Redshirt Freshman,-,84.00,Brunswick,"Brunswick, GA",Sam Houston State,172 mi.,23,1.2K,3.4K,1,nan
Jayshon Powers,nan,RB / 5-10 / 185,nan,nan,84.00,nan,nan,Baylor,nan,nan,nan,nan,nan,nan
Maika Matelau,nan,IOL / 6-4 / 341,nan,nan,84.00,nan,nan,Houston,nan,nan,nan,nan,nan,nan
AJ Odom,2022 - present,DL / 6-3 / 210,Redshirt Freshman,-,84.00,Oakman Sch,"Oakman, AL",Oregon State,189 mi.,7,nan,nan,nan,nan
Klabron Pollard,2022 - present,OT / 6-4 / 270,Redshirt Freshman,-,84.00,Oak Grove,"Hattiesburg, MS",Louisiana Tech,0 mi.,12,nan,nan,nan,nan
Terrell Jones,2021 - present,DL / 6-4 / 274,Junior,-,84.00,Hoover,"Hoover, AL",Tulane,567 mi.,4,-,1.5K,nan,nan
Carlos Mack,2022 - present,S / 6-1 / 178,Redshirt Freshman,19,83.99,Edison,"Fresno, CA",Cincinnati,569 mi.,7,nan,nan,nan,nan
Miles Bailey,nan,DL / 6-3 / 247,nan,nan,83.99,Benicia,"Benicia, CA",Vanderbilt,155 mi.,9,nan,nan,nan,nan
Devin Grant,2022 - present,S / 6-3 / 180,Sophomore,-,83.97,Holy Cross,"Flushing, NY",California,299 mi.,1,nan,371,nan,nan
James Livingston,2022 - present,OT / 6-7 / 283,Redshirt Freshman,19,83.96,Dexter,"Dexter, MI",NC State,635 mi.,14,nan,nan,nan,nan
Gunnar Smith,2023 - present,QB / 6-4 / 180,Redshirt Freshman,-,83.95,Lake Mary,"Lake Mary, FL",San Diego State,88 mi.,3,1.8K,1.5K,nan,nan
Laakea Kapoi,2023 - present,OT / 6-4 / 305,Redshirt Freshman,-,83.95,St Louis School,"Honolulu, HI",San Diego State,2607 mi.,25,nan,nan,nan,nan
Ken Willis,2022 - present,CB / 5-11 / 160,Redshirt Freshman,-,83.94,Colerain,"Cincinnati, OH",San Diego State,0 mi.,7,nan,nan,nan,nan
Jerrale Powers,2022 - present,TE / 6-4 / 227,Redshirt Freshman,19,83.90,Duncanville,"Duncanville, TX",UTSA,761 mi.,8,nan,1.3K,nan,nan
Keyshon Mills,2023 - present,CB / 6-0 / 187,Redshirt Freshman,19,83.90,Little Elm,"Little Elm, TX",Maryland,660 mi.,3,4K,958,1.5K,nan
Tavo Motuapuaka,2022 - present,OT / 6-5 / 280,Redshirt Freshman,-,83.90,Mililani,"Mililani, HI",NC State,3006 mi.,5,nan,nan,nan,nan
Ja'Kavion Nonar,2022 - present,OT / 6-7 / 285,Redshirt Freshman,-,83.90,Glades Central,"Belle Glade, FL",Stanford,877 mi.,9,nan,nan,nan,nan
Christian Williams,2022 - present,IOL / 6-3 / 310,Redshirt Freshman,19,83.90,Fort Bend Marshall,"Missouri City, TX",Colorado,793 mi.,2,1.5K,2.5K,246,$82K
Keith Wheeler,2022 - present,WR / 6-0 / 170,Redshirt Freshman,-,83.88,Atascocita,"Humble, TX",Texas Tech,427 mi.,5,nan,nan,nan,nan
Aaron Austin,nan,DL / 6-2 / 238,nan,nan,83.88,North Crowley,"Fort Worth, TX",Vanderbilt,667 mi.,16,-,1.2K,nan,nan
Travis Gray,2023 - present,OT / 6-7 / 295,Redshirt Freshman,-,83.88,Cherokee Trail,"Aurora, CO",nan,28 mi.,11,2.4K,3.7K,680,nan
Braden Turner,2022 - present,CB / 5-11 / 175,Sophomore,19,83.88,McGill Toolen,"Mobile, AL",Wake Forest,783 mi.,5,nan,nan,nan,nan
Kivon Wright,2023 - present,EDGE / 6-3 / 212,Redshirt Freshman,19,83.88,Manvel,"Manvel, TX",NC State,1611 mi.,15,nan,nan,nan,nan
Joe Humphreys,nan,QB / 6-4 / 195,nan,nan,83.88,Daviess County,"Owensboro, KY",Miami,181 mi.,5,nan,nan,nan,nan
Daveon Crouch,2022 - present,LB / 6-1 / 229,Sophomore,19,83.88,Wharton,"Tampa, FL",nan,1178 mi.,1,nan,nan,nan,nan
Jeremiah Hasley,2022 - present,LB / 6-3 / 239,Redshirt Freshman,-,83.88,Pine-Richland,"Gibsonia, PA",Vanderbilt,326 mi.,1,nan,nan,nan,nan
Mike Higgins,2022 - present,TE / 6-6 / 230,Sophomore,-,83.88,Blair Academy,"Blairstown, NJ",Wake Forest,39 mi.,2,-,403,nan,nan
Tyson Rooks,2022 - present,S / 6-5 / 180,Redshirt Freshman,-,83.88,Glynn Academy,"Brunswick, GA",Arizona,724 mi.,13,nan,nan,nan,nan
Damonie Perkins,nan,LB / 6-1 / 205,nan,-,83.87,De La Salle,"Concord, CA",Washington State,43 mi.,3,nan,nan,nan,nan
Tyler Bailey,2022 - present,WR / 6-0 / 180,Sophomore,-,83.85,Prosper,"Prosper, TX",Coastal Carolina,185 mi.,5,nan,nan,nan,nan
Cardell Williams,2022 - present,QB / 6-2 / 170,Redshirt Freshman,-,83.85,Westfield,"Houston, TX",Clemson,444 mi.,5,nan,nan,nan,nan
Davonte Miles,2022 - present,DL / 6-5 / 275,Redshirt Freshman,-,83.85,River Rouge,"River Rouge, MI",Duke,66 mi.,17,nan,nan,nan,nan
Andre Hodge,2022 - present,CB / 6-1 / 180,Redshirt Freshman,-,83.85,Catawba Ridge,"Fort Mill, SC",USF,87 mi.,5,-,706,nan,nan
Jahiem Lawson,2022 - present,EDGE / 6-2 / 240,Redshirt Freshman,-,83.85,D W Daniel,"Central, SC",San Jose State,4 mi.,8,6.8K,1.3K,nan,nan
Elijah Russell,2022 - present,DL / 6-8 / 225,Sophomore,19,83.85,Forest,"Ocala, FL",Northern Illinois,634 mi.,6,nan,-,nan,nan
CJ Doggette Jr.,2022 - present,DL / 6-0 / 278,Redshirt Freshman,20,83.85,Pickerington Central,"Pickerington, OH",Purdue,108 mi.,1,566,976,nan,nan
Terry Moore,2022 - present,RB / 6-1 / 196,Sophomore,19,83.85,Washington,"Washington, NC",Ohio,110 mi.,1,3.5K,644,nan,nan
Derrick Graham,nan,RB / 5-11 / 195,nan,nan,83.83,nan,nan,Appalachian State,nan,nan,nan,513,nan,nan
Devin Smith,nan,LB / 6-1 / 230,nan,nan,83.83,nan,nan,Texas Tech,nan,nan,nan,735,nan,nan
Braylon Stewart,nan,RB / 5-10 / 205,nan,-,83.83,Texas High,"Texarkana, TX",Iowa,734 mi.,7,nan,706,nan,nan
Jack Curtis,nan,EDGE / 6-3 / 227,nan,nan,83.83,nan,nan,Arkansas,622 mi.,12,nan,nan,nan,nan
Ahmaad Moses,2022 - present,S / 5-11 / 193,Sophomore,19,83.83,Mansfield Summit,"Arlington, TX",nan,23 mi.,13,1.5K,1.1K,nan,nan
EJ Evett,nan,WR / 6-3 / 187,nan,nan,83.80,nan,nan,Central Arkansas,nan,nan,nan,nan,nan,nan
Jeremiah Wilson,2022 - present,CB / 5-11 / 151,Sophomore,-,83.80,Osceola,"Kissimmee, FL",Florida State,1060 mi.,7,2.7K,1.1K,nan,nan
Dontrell Jackson,nan,QB / 15-0 / 72,nan,nan,83.78,Marist,"Chicago, IL",Oklahoma State,727 mi.,16,nan,nan,nan,nan
Tajh Sanders,nan,WR / 5-11 / 165,nan,nan,83.78,nan,nan,nan,nan,nan,8.9K,1.6K,2,nan
Nick Williams,nan,OT / 6-5 / 300,nan,nan,83.77,nan,nan,Arizona State,nan,nan,nan,nan,nan,nan
Jackson Cannon,2023 - present,IOL / 6-4 / 316,Sophomore,20,83.76,Ola,"McDonough, GA",nan,276 mi.,10,nan,nan,nan,nan
Levi Harber,2022 - present,OT / 6-5 / 265,Sophomore,19,83.76,Montrose HS,"Montrose, MI",Memphis,509 mi.,7,nan,nan,nan,nan
Jeremiah Earby,2022 - present,CB / 6-2 / 170,Sophomore,19,83.76,Menlo-Atherton,"Menlo Park, CA",Southern Miss,29 mi.,10,1.5K,817,nan,nan
Nasir Bowers,2022 - present,CB / 5-9 / 168,Sophomore,-,83.75,George W. Jenkins Senior,"Lakeland, FL",Virginia,944 mi.,7,nan,1.3K,nan,nan
Kanye Varner,nan,DL / 6-3 / 270,nan,nan,83.75,nan,nan,Oregon State,nan,nan,nan,nan,nan,nan
Harvey Dyson,2022 - present,DL / 6-3 / 260,Redshirt Freshman,-,83.75,Cedar Hill,"Cedar Hill, TX",Fresno State,291 mi.,1,nan,979,nan,nan
Jakobus Seth,2022 - present,OT / 6-3 / 272,Redshirt Freshman,-,83.74,Lakewood,"Arlington, WA",Buffalo,230 mi.,4,nan,nan,nan,nan
D’Angelo Hutchinson,2022 - present,S / 6-2 / 183,Sophomore,20,83.74,Northeast,"Saint Petersburg, FL",Kansas,746 mi.,9,-,848,nan,nan
Jarinn Kalama,nan,ATH / 6-3 / 300,nan,nan,83.74,nan,nan,USF,30 mi.,1,nan,nan,nan,nan
JC French,2023 - present,QB / 6-0 / 188,Redshirt Freshman,-,83.67,Blessed Trinity Catholic,"Roswell, GA",San Diego State,334 mi.,17,nan,nan,nan,nan
Noah Moeaki,nan,LB / 6-3 / 205,nan,nan,83.67,nan,nan,Cincinnati,12 mi.,10,nan,558,nan,nan
Max Klare,2022 - present,TE / 6-4 / 245,Redshirt Freshman,-,83.67,St. Xavier,"Cincinnati, OH",Florida State,161 mi.,13,2.7K,1K,nan,nan
Kyle Lowe,2022 - present,QB / 5-11 / 170,Redshirt Freshman,-,83.67,Fayette Ware Comprehensive,"Memphis, TN",Colorado,216 mi.,25,1.6K,1.5K,1.2K,nan
Davin Wydner,2022 - present,QB / 6-5 / 218,Redshirt Freshman,20,83.67,Cocoa,"Melbourne, FL",Utah State,nan,nan,nan,nan,113,$61K
TJ Johnson,nan,WR / - / -,nan,nan,83.67,nan,nan,Maryland,nan,nan,nan,895,nan,nan
Savion Red,2022 - present,WR / 5-10 / 210,Sophomore,-,83.65,Grand Prairie,"Grand Prairie, TX",Florida,180 mi.,5,nan,nan,nan,$152K
Gabe Burkle,2022 - present,TE / 6-7 / 230,Redshirt Freshman,-,83.65,Prairie,"Cedar Rapids, IA",Tulsa,99 mi.,7,1.8K,1K,nan,nan
