NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Noah Flores,nan,TE / 6-4 / 220,nan,nan,87.61,nan,nan,Hawaii,2659 mi.,8,1.4K,677,nan,nan
Raiden Vines-Bright,nan,WR / 6-0 / 175,nan,nan,87.61,nan,nan,Arizona State,0 mi.,9,627,449,nan,nan
Bud Coombs,nan,RB / 5-9 / 170,nan,nan,87.60,nan,nan,Penn State,137 mi.,13,1.8K,617,276,nan
Jaylen Bell,nan,CB / 5-10 / 160,nan,nan,87.59,nan,nan,LSU,485 mi.,25,6.6K,3K,nan,nan
Daniel Anderson,nan,RB / 5-11 / 190,nan,nan,87.55,nan,nan,Notre Dame,594 mi.,12,1.1K,189,nan,nan
Tomir Bransford,nan,RB / 6-0 / 185,nan,nan,87.50,nan,nan,Georgia Tech,576 mi.,11,4.2K,424,nan,nan
Brandon Caesar,nan,DL / 6-4 / 235,nan,nan,87.50,nan,nan,Ohio State,116 mi.,25,nan,283,nan,nan
Mason Mims,nan,QB / 6-3 / 185,nan,nan,87.50,nan,nan,Vanderbilt,187 mi.,10,1.3K,992,nan,nan
Darrion Smith,nan,DL / 6-2 / 260,nan,nan,87.44,nan,nan,Maryland,26 mi.,17,nan,793,nan,nan
Jake Flores,nan,IOL / 6-6 / 250,nan,nan,87.44,nan,nan,USC,47 mi.,22,1.2K,1K,nan,nan
Gavin Crawford,nan,IOL / 6-3 / 300,nan,nan,87.44,nan,nan,Michigan State,458 mi.,11,753,487,nan,nan
Houston Kaahaaina-Torres,nan,IOL / 6-3 / 265,nan,nan,87.44,nan,nan,Utah,2990 mi.,7,91,648,nan,nan
Landon McComber,nan,LB / 6-2 / 185,nan,nan,87.43,nan,nan,Notre Dame,1590 mi.,24,1.7K,552,nan,nan
Omari Gaines,nan,S / 6-2.5 / 175,nan,nan,87.34,nan,nan,Penn State,193 mi.,13,3.1K,1K,nan,nan
Lennis Finister,nan,CB / 6-1 / 161,nan,nan,87.24,nan,nan,Mississippi State,251 mi.,5,nan,622,nan,nan
Kelan Butler,nan,LB / 6-3 / 205,nan,nan,87.23,nan,nan,South Carolina,146 mi.,13,nan,822,nan,nan
Harry Dalton,nan,ATH / 6-0 / 205,nan,nan,87.22,nan,nan,Virginia,91 mi.,15,nan,121,nan,nan
Austin Pay,nan,OT / 6-7 / 275,nan,nan,87.22,nan,nan,UCLA,568 mi.,8,-,438,nan,nan
Elijah Dotson,nan,WR / 6-2 / 175,nan,nan,87.22,nan,nan,Michigan,41 mi.,11,-,703,nan,nan
Bear Tenney,nan,TE / 6-5 / 226,nan,nan,87.20,nan,nan,Georgia,764 mi.,25,nan,2.8K,nan,nan
Jae'on Young,nan,ATH / 5-11 / -,nan,nan,87.17,nan,nan,Oregon,717 mi.,7,nan,561,nan,nan
Roy Thomas Jenkins,nan,QB / 6-3 / 190,nan,nan,87.09,nan,nan,Texas A&M,137 mi.,15,3.2K,1.3K,nan,nan
Joseph Smith,nan,S / 6-1 / 170,nan,nan,87.09,nan,nan,SMU,226 mi.,10,2K,560,nan,nan
Siosiua Vete,nan,OT / 6-6 / 280,nan,nan,87.06,nan,nan,Stanford,25 mi.,9,410,480,140,nan
Andre Lovett,nan,ATH / 6-2 / 170,nan,nan,87.06,nan,nan,Illinois,111 mi.,18,2K,1.2K,3.6K,nan
Joseph Albright,nan,S / 5-10 / 160,nan,nan,87.06,nan,nan,Arizona State,1005 mi.,4,3.9K,633,nan,nan
Sandman Thompson,nan,IOL / 6-1 / 270,nan,nan,87.06,nan,nan,Oregon,2580 mi.,25,1.3K,987,nan,nan
Dylan Lewis,nan,CB / 5-11.5 / 180,nan,nan,87.00,nan,nan,Tennessee,128 mi.,25,2.5K,1.2K,nan,nan
John Mills,nan,OT / 6-5 / 290,nan,nan,87.00,nan,nan,California,9 mi.,4,1.4K,299,nan,nan
Marshall Pritchett,nan,TE / 6-5 / 210,nan,nan,87.00,nan,nan,North Carolina,257 mi.,25,3.4K,1.1K,8.2K,nan
Tylon Lee,nan,EDGE / 6-5 / 210,nan,nan,87.00,nan,nan,Florida,289 mi.,22,748,571,174,nan
Jayden Clark,nan,OT / 6-5 / 250,nan,nan,87.00,nan,nan,Miami (OH),33 mi.,6,-,226,54,nan
Pedro Reyes,nan,ATH / 6-0 / 180,nan,nan,87.00,nan,nan,North Carolina,344 mi.,14,-,497,nan,nan
Caden VerMaas,nan,S / 6-0 / 196,nan,nan,86.92,nan,nan,Nebraska,52 mi.,6,1K,786,194,nan
Tyler Redmond,nan,CB / 6-1 / 175,nan,nan,86.83,nan,nan,NC State,-,12,854,417,nan,nan
Jerome Bettis Jr.,nan,WR / 6-3 / 185,nan,nan,86.83,nan,nan,Notre Dame,557 mi.,19,9.6K,1.6K,nan,nan
Owen Aliciene,nan,OT / 6-7 / 270,nan,nan,86.83,nan,nan,Penn State,268 mi.,14,1.8K,507,nan,nan
Je'rel Bolder,nan,WR / 5-11 / 187,nan,nan,86.73,nan,nan,South Carolina,80 mi.,14,1.3K,583,1.5K,nan
Kelden Ryan,nan,QB / 6-1 / 199,nan,nan,86.67,nan,nan,Virginia Tech,995 mi.,25,1.8K,2.2K,nan,nan
Joshua Patterson,nan,S / 6-0 / 165,nan,nan,86.67,nan,nan,Florida A&M,155 mi.,15,1.2K,337,nan,nan
Maki Stewart,nan,IOL / 6-5 / 280,nan,nan,86.67,nan,nan,Arizona State,362 mi.,22,2.5K,695,252,nan
Mark Iheanachor,nan,LB / 6-2 / 215,nan,nan,86.61,nan,nan,Arizona State,368 mi.,15,721,743,nan,nan
Abu Tarawallie,nan,DL / 6-4 / 260,nan,nan,86.58,nan,nan,Minnesota,0 mi.,4,335,239,nan,nan
Caleb Harris,nan,IOL / 6-4 / 265,nan,nan,86.50,nan,nan,Florida Atlantic,17 mi.,13,nan,422,nan,nan
Will Wilson,nan,QB / 6-1 / 220,nan,nan,86.44,nan,nan,NC State,183 mi.,8,669,869,nan,nan
Grayson Wilson,nan,QB / 6-3 / 180,nan,nan,86.44,nan,nan,Arkansas,127 mi.,6,1.6K,893,nan,nan
Alex Manske,nan,QB / 6-3 / 205,nan,nan,86.44,nan,nan,Iowa,172 mi.,15,1.1K,586,569,nan
Cameron Herron,nan,IOL / 6-4 / 260,nan,nan,86.44,nan,nan,Iowa,308 mi.,13,1.7K,591,nan,nan
Hayden Anderson,nan,ATH / 6-1 / 190,nan,nan,86.44,nan,nan,California,54 mi.,8,1.1K,401,nan,nan
Brock Heath,nan,IOL / 6-5 / 240,nan,nan,86.33,nan,nan,Missouri,132 mi.,6,773,510,nan,nan
Sawyer Anderson,nan,QB / 5-10.5 / 175,nan,nan,86.28,nan,nan,Purdue,761 mi.,25,5.2K,2K,1.7K,nan
Karson Cox,nan,RB / 6-0 / 190,nan,nan,86.22,nan,nan,Arizona State,316 mi.,8,940,473,18.5K,nan
David Rodriguez,nan,WR / 5-11 / 155,nan,nan,86.09,nan,nan,Penn State,342 mi.,25,2K,1.5K,5.2K,nan
Logan Farrell,nan,TE / 6-3 / 235,nan,nan,86.06,nan,nan,Illinois,139 mi.,12,1.2K,903,674,nan
Vernon Allen,nan,WR / 6-1.5 / 193,nan,nan,86.06,nan,nan,Maryland,26 mi.,15,4.2K,710,1.4K,nan
Coleman Lewis,nan,LB / 6-1 / 205,nan,nan,86.00,nan,nan,Auburn,177 mi.,9,nan,880,nan,nan
Jamarice Wilder,nan,RB / 5-10 / 176,nan,nan,86.00,nan,nan,Colorado,1579 mi.,5,2.1K,508,16.2K,nan
Tyrell Lewis,nan,QB / 6-0 / 175,nan,nan,86.00,nan,nan,Louisville,134 mi.,8,nan,779,nan,nan
Cassidee Miles,nan,WR / 6-5 / 187,nan,nan,86.00,nan,nan,Arizona,107 mi.,4,-,264,nan,nan
Daylyn Upshaw,nan,WR / 5-11 / 175,nan,nan,86.00,nan,nan,Auburn,28 mi.,10,3.5K,1K,nan,nan
Thomas Dumais,nan,IOL / 6-3 / 280,nan,nan,86.00,nan,nan,FIU,-,5,nan,243,nan,nan
Nicco Maggio,nan,DL / 6-2 / 260,nan,nan,85.96,nan,nan,Duke,317 mi.,8,893,457,nan,nan
Xavier Ukponu,nan,DL / 6-1.5 / 265,nan,nan,85.89,nan,nan,Texas,207 mi.,17,846,1.4K,nan,nan
Dejerrian Miller,nan,WR / 6-3 / 190,nan,nan,85.89,nan,nan,Missouri,112 mi.,9,1.2K,318,nan,nan
Ka'Mori Moore,nan,DL / 6-1 / 310,nan,nan,85.83,nan,nan,Oklahoma,300 mi.,9,nan,886,nan,nan
Tre' Harrison,nan,S / 5-11 / 165,nan,nan,85.83,nan,nan,Boston College,2584 mi.,3,1.3K,251,nan,nan
Tyson Terry,nan,DL / 6-3.5 / 275,nan,nan,85.81,nan,nan,Nebraska,52 mi.,8,2.5K,2.2K,1.4K,nan
Jadyn Robinson,nan,WR / 5-7.5 / 125,nan,nan,85.72,nan,nan,Texas,1185 mi.,18,14.4K,1.6K,12.4K,nan
Antonio Johnson,nan,IOL / 6-7 / 297,nan,nan,85.67,nan,nan,Toledo,55 mi.,8,1.1K,475,nan,nan
Jojo Solis,nan,RB / 6-0 / 182,nan,nan,85.67,nan,nan,California,346 mi.,6,nan,474,nan,nan
Joshua Moses,nan,IOL / 6-3 / 320,nan,nan,85.67,nan,nan,Texas A&M,68 mi.,12,nan,568,nan,nan
Jamison Kitna,nan,QB / 6-2 / 213,nan,nan,85.67,nan,nan,Houston,-,14,nan,1.4K,nan,nan
Tamez Young,nan,TE / 6-4 / 215,nan,nan,85.50,nan,nan,Rutgers,982 mi.,5,2.1K,308,nan,nan
Chase Sutton,nan,CB / 6-0 / 160,nan,nan,85.50,nan,nan,UNLV,1403 mi.,1,nan,213,nan,nan
Jayden Shipps,nan,CB / 6-1 / 180,nan,nan,85.44,nan,nan,Maryland,15 mi.,14,nan,449,nan,nan
Kahlil Stewart,nan,IOL / 6-3 / 315,nan,nan,85.44,nan,nan,Penn State,154 mi.,7,2K,573,nan,nan
Dajon Hinton,nan,ATH / 5-11 / 175,nan,nan,85.44,nan,nan,Oregon,943 mi.,8,nan,921,nan,nan
Trestin Castro,nan,CB / 6-2 / 160,nan,nan,85.44,nan,nan,Colorado,797 mi.,6,2.4K,455,nan,nan
Naiim Parrish,nan,CB / 5-10 / 160,nan,nan,85.44,nan,nan,Penn State,201 mi.,13,2.8K,808,nan,nan
Cameron Jamerson,nan,ATH / 6-1 / 175,nan,nan,85.44,nan,nan,UNLV,199 mi.,3,-,235,5.9K,nan
Andre Thomas Jr.,nan,LB / 6-1 / 205,nan,nan,85.24,nan,nan,Toledo,37 mi.,7,1.6K,272,-,nan
Aiden Manutai,nan,S / 6-0 / 170,nan,nan,85.10,nan,nan,Hawaii,13 mi.,5,nan,587,nan,nan
Jeffrey Overton,nan,RB / 5-8 / 165,nan,nan,85.09,nan,nan,Maryland,32 mi.,14,nan,1.6K,nan,nan
Justin Rowe,nan,LB / 6-3 / 195,nan,nan,85.09,nan,nan,Michigan,467 mi.,15,1.1K,585,266,nan
Tucker Kattus,nan,IOL / 6-5 / 290,nan,nan,85.06,nan,nan,Kentucky,76 mi.,12,1.2K,616,nan,nan
Ko'o Kia,nan,LB / 6-2 / 190,nan,nan,85.06,nan,nan,Hawaii,0 mi.,18,-,699,nan,nan
Zach Giuliano,nan,TE / 6-6 / 225,nan,nan,85.06,nan,nan,San Diego State,75 mi.,7,845,424,nan,nan
Braswell Thomas,nan,WR / 6-2 / 185,nan,nan,85.06,nan,nan,Penn State,202 mi.,5,2.3K,437,nan,nan
Jacob Alvarez,nan,TE / 6-4 / 220,nan,nan,84.67,nan,nan,Arizona State,306 mi.,10,nan,686,nan,nan
DeShaun Lanier,nan,WR / 6-0 / 165,nan,nan,84.67,nan,nan,Central Michigan,124 mi.,20,2.5K,800,nan,nan
Antwon Thomas,nan,WR / 5-11 / 170,nan,nan,84.67,nan,nan,Central Michigan,100 mi.,21,1.5K,662,nan,nan
Jordin Thomas,nan,RB / 5-10 / 190,nan,nan,84.67,nan,nan,Utah,537 mi.,4,nan,139,nan,nan
Braxton Winston,nan,CB / 6-0 / 165,nan,nan,84.45,nan,nan,Wake Forest,72 mi.,6,nan,449,nan,nan
Cole Geer,nan,QB / 6-0 / 190,nan,nan,84.45,nan,nan,Boston College,76 mi.,8,nan,878,nan,nan
Xavier Goulbourne,nan,LB / 6-2 / 205,nan,nan,84.45,nan,nan,Tennessee,560 mi.,10,551,376,nan,nan
Decarlos Young,nan,LB / 5-11 / 220,nan,nan,84.45,nan,nan,Boston College,383 mi.,3,2.9K,208,nan,nan
Antwan Black,nan,CB / 6-0 / 170,nan,nan,84.45,nan,nan,Penn State,118 mi.,3,6.8K,370,nan,nan
Raphael Greene,nan,IOL / 6-6 / 320,nan,nan,84.28,nan,nan,Kentucky,76 mi.,19,649,1.1K,nan,nan
Stewart Taufa,nan,IOL / 6-2 / 275,nan,nan,84.28,nan,nan,Utah,263 mi.,8,795,840,97,nan
Toby Mealer,nan,IOL / 6-5 / 340,nan,nan,83.72,nan,nan,Arizona,93 mi.,4,nan,497,nan,nan
Epi Sitanilei,nan,EDGE / 6-5 / 210,nan,nan,83.50,nan,nan,USC,9 mi.,3,527,547,nan,nan
Conor Booth,nan,RB / 6-1.5 / 212,nan,nan,83.29,nan,nan,Nebraska,28 mi.,1,nan,-,nan,nan
Jessie Wishon,nan,IOL / 6-3 / 260,nan,nan,83.00,nan,nan,UNLV,241 mi.,6,469,61,nan,nan
Tony Carter Jr.,nan,DL / 6-2 / 265,nan,nan,82.69,nan,nan,Louisville,155 mi.,8,920,-,nan,nan
Kai Rigdon,nan,LB / 6-2 / 240,nan,nan,82.55,nan,nan,Jackson State,377 mi.,4,16.4K,-,-,nan
Kobe McGill,nan,ATH / 5-6 / 145,nan,nan,80.50,nan,nan,Washington,1128 mi.,11,1.6K,872,4.5K,nan
